formatted_date,XIU.TO,HXT.TO,VCN.TO,XUU.TO,ZCN.TO
2017-09-08,26.022205152052948,30.350000381469727,32.782917696851776,23.86211315256038,24.093052604986006
2017-09-11,26.140220142163017,30.489999771118164,32.923384136094946,24.07960541456127,24.17617267662889
2017-09-12,26.305442028696604,30.700000762939453,33.161099425325176,24.276385538804853,24.342412819914664
2017-09-13,26.270036856378965,30.649999618530273,33.139488569772496,24.328168846307953,24.318663580916102
2017-09-14,26.399853570594917,30.780000686645508,33.25834621438761,24.30745473314409,24.413658272058267
2017-09-15,26.388051846489038,30.75,33.25834621438761,24.36959707263568,24.389911297911794
2017-09-18,26.52966803386215,30.940000534057617,33.40961808140712,24.669943811885464,24.52052758269972
2017-09-19,26.635881299866345,31.059999465942383,33.51767029824589,24.618160504382363,24.62739689334117
2017-09-20,26.801100935451217,31.260000228881836,33.721888209041666,24.71137203821319,24.758015442981186
2017-09-21,26.942719373773045,31.420000076293945,33.895824278940864,24.721729094795123,24.864884753622636
2017-09-22,26.91911592556129,31.389999389648438,33.88495301538698,24.721729094795123,24.853010134123355
2017-09-25,27.03713091567136,31.520000457763672,34.058889085286175,24.74451267547532,24.97175406426409
2017-09-26,26.942719373773045,31.43000030517578,33.9501785232288,24.7341199499031,24.888631727769113
2017-09-27,27.249557447679745,31.780000686645508,34.25456768229316,25.129035592808574,25.11187055197831
2017-09-28,27.2731608958915,31.809999465942383,34.34153571724276,25.045895770440534,25.159703781153702
2017-09-29,27.320365541366304,31.8700008392334,34.39588996153069,25.23296086632105,25.195576422221343
2017-10-02,27.46198397968813,32.02000045776367,34.51547178714196,25.420023979991846,25.303198907052078
2017-10-03,27.52099034926881,32.099998474121094,34.580697294983786,25.440809431136284,25.35103213622747
2017-10-04,27.52099034926881,32.099998474121094,34.580697294983786,25.440809431136284,25.362988162707417
2017-10-05,27.603600167061245,32.20000076293945,34.72202164770283,25.752585251673718,25.434738006470507
2017-10-06,27.50918862516293,32.09000015258789,34.60243982209156,25.669445429305682,25.35103213622747
2017-10-10,27.603600167061245,32.209999084472656,34.700279120595056,25.6278745270168,25.422779699176658
2017-10-11,27.65080706348476,32.2599983215332,34.76550462843688,25.5655201557932,25.47061064753815
2017-10-12,27.568197245692325,32.15999984741211,34.64592487630712,25.544734704648764,25.386904777295115
2017-10-13,27.674410511696514,32.27000045776367,34.77637589199077,25.586305606937643,25.482568954832
2017-10-16,27.674410511696514,32.290000915527344,34.77637589199077,25.67983617266818,25.482568954832
2017-10-17,27.721615157171318,32.34000015258789,34.80898968265243,25.6902288982404,25.506485569419695
2017-10-18,27.674410511696514,32.290000915527344,34.75463336488299,25.63826725258902,25.458654621058205
2017-10-19,27.745218605383073,32.36000061035156,34.79811634561703,25.67983617266818,25.494527262125846
2017-10-20,27.827828423175507,32.45000076293945,34.89595564412053,26.074751815573652,25.578233132368883
2017-10-23,27.827828423175507,32.45000076293945,34.874217263975765,26.03318091328477,25.566274825075038
